case,run_id,turn,character,depth,reference_mean_depth,reference_std_depth,z_score
case3,run_20260116_151430,4,poirot,6.833333333333333,3.62060101010101,1.3428538016074505,2.3924661935547653
case3,run_20260116_151430,5,holmes,7.222222222222222,4.551333333333333,1.8421691320590274,1.4498608419866346
case3,run_20260116_151430,5,poirot,6.909090909090909,3.62060101010101,1.3428538016074505,2.448881549915146
case3,run_20260116_151430,5,marple,8.375,3.848859640359641,1.2201469950054273,3.709504164799608
case3,run_20260116_151430,6,marple,7.666666666666667,3.848859640359641,1.2201469950054273,3.1289730187714344
case3,run_20260116_151430,6,holmes,7.8,4.551333333333333,1.8421691320590274,1.7635007612116322
case3,run_20260116_151430,6,poirot,7.0,3.62060101010101,1.3428538016074505,2.516579977547602
case3,run_20260116_151430,7,marple,7.9,3.848859640359641,1.2201469950054273,3.3202068080513034
case3,run_20260116_151430,7,holmes,8.090909090909092,4.551333333333333,1.8421691320590274,1.921417363898345
case3,run_20260116_151430,7,poirot,8.181818181818182,3.62060101010101,1.3428538016074505,3.3966595367695347
case3,run_20260115_195135,1,poirot,5.5,3.62060101010101,1.3428538016074505,1.399555921612072
case3,run_20260115_195135,1,holmes,6.166666666666667,4.551333333333333,1.8421691320590274,0.8768648357101962
case3,run_20260115_195135,1,marple,7.857142857142857,3.848859640359641,1.2201469950054273,3.2850822345101025
case3,run_20260115_195135,2,holmes,6.375,4.551333333333333,1.8421691320590274,0.9899561527384405
case3,run_20260115_195135,2,poirot,6.846153846153846,3.62060101010101,1.3428538016074505,2.4020134077080604
case3,run_20260115_195135,2,marple,8.0,3.848859640359641,1.2201469950054273,3.402164146314104
case3,run_20260115_195135,3,marple,8.666666666666666,3.848859640359641,1.2201469950054273,3.948546401399444
case3,run_20260115_195135,3,holmes,7.142857142857143,4.551333333333333,1.8421691320590274,1.4067784354996844
case3,run_20260115_195135,3,poirot,7.083333333333333,3.62060101010101,1.3428538016074505,2.5786368695440203
case3,run_20260115_195135,4,poirot,7.555555555555555,3.62060101010101,1.3428538016074505,2.9302925908570576
case3,run_20260115_195135,4,holmes,7.2,4.551333333333333,1.8421691320590274,1.4377977681702885
case3,run_20260115_195135,4,marple,8.428571428571429,3.848859640359641,1.2201469950054273,3.7534098817261086
case3,run_20260115_193042,1,poirot,6.222222222222222,3.62060101010101,1.3428538016074505,1.9373823189143644
case3,run_20260115_193042,1,holmes,6.166666666666667,4.551333333333333,1.8421691320590274,0.8768648357101962
case3,run_20260115_193042,1,marple,6.222222222222222,3.848859640359641,1.2201469950054273,1.9451447994198636
case3,run_20260115_193042,2,poirot,6.7,3.62060101010101,1.3428538016074505,2.2931751663604962
case3,run_20260115_193042,2,marple,6.571428571428571,3.848859640359641,1.2201469950054273,2.2313450282740894
case3,run_20260115_193042,2,holmes,6.0,4.551333333333333,1.8421691320590274,0.7863917820876005
case3,run_20260115_192935,1,holmes,6.545454545454546,4.551333333333333,1.8421691320590274,1.0824854121251861
case3,run_20260115_192935,1,poirot,6.888888888888889,3.62060101010101,1.3428538016074505,2.4338374548857113
case3,run_20260115_192935,1,marple,7.1,3.848859640359641,1.2201469950054273,2.6645481019488946
case3,run_20260115_192935,2,marple,6.857142857142857,3.848859640359641,1.2201469950054273,2.4655088518820922
case3,run_20260115_192935,2,poirot,7.1,3.62060101010101,1.3428538016074505,2.591048247943304
case3,run_20260115_192935,2,holmes,8.222222222222221,4.551333333333333,1.8421691320590274,1.9926991637222073
case3,run_20260115_192935,3,poirot,6.666666666666667,3.62060101010101,1.3428538016074505,2.268352409561929
case3,run_20260115_192935,3,holmes,7.0,4.551333333333333,1.8421691320590274,1.3292301038231737
case3,run_20260115_192935,3,marple,7.0,3.848859640359641,1.2201469950054273,2.5825907636860936
case3,run_20260115_192935,4,marple,6.909090909090909,3.848859640359641,1.2201469950054273,2.508084092538093
case3,run_20260115_192935,4,poirot,7.1,3.62060101010101,1.3428538016074505,2.591048247943304
case3,run_20260115_192935,4,holmes,7.333333333333333,4.551333333333333,1.8421691320590274,1.5101762110683647
case3,run_20260115_193624,1,holmes,5.5,4.551333333333333,1.8421691320590274,0.514972621219814
case3,run_20260115_193624,1,marple,6.571428571428571,3.848859640359641,1.2201469950054273,2.2313450282740894
case3,run_20260115_193624,1,poirot,6.8,3.62060101010101,1.3428538016074505,2.367643436756198
case3,run_20260115_193624,2,holmes,8.0,4.551333333333333,1.8421691320590274,1.872068425558747
case3,run_20260115_193624,2,poirot,9.166666666666666,3.62060101010101,1.3428538016074505,4.130059169454478
case3,run_20260115_193624,2,marple,7.5,3.848859640359641,1.2201469950054273,2.9923774550000988
case3,run_20260116_150617,1,poirot,4.666666666666667,3.62060101010101,1.3428538016074505,0.7789870016478889
case3,run_20260116_150617,1,marple,6.2,3.848859640359641,1.2201469950054273,1.9269320575836857
case3,run_20260116_150617,1,holmes,6.333333333333333,4.551333333333333,1.8421691320590274,0.9673378893327915
case3,run_20260116_150617,2,holmes,7.857142857142857,4.551333333333333,1.8421691320590274,1.7945200938822363
case3,run_20260116_150617,2,marple,6.833333333333333,3.848859640359641,1.2201469950054273,2.4459951999147584
case3,run_20260116_150617,2,poirot,6.285714285714286,3.62060101010101,1.3428538016074505,1.984663760435445
case3,run_20260116_150617,3,holmes,7.0,4.551333333333333,1.8421691320590274,1.3292301038231737
case3,run_20260116_150617,3,poirot,6.1,3.62060101010101,1.3428538016074505,1.8463655439862838
case3,run_20260116_150617,3,marple,7.666666666666667,3.848859640359641,1.2201469950054273,3.1289730187714344
case3,run_20260116_150617,4,poirot,7.0,3.62060101010101,1.3428538016074505,2.516579977547602
case3,run_20260116_150617,4,holmes,6.5,4.551333333333333,1.8421691320590274,1.0578109429553872
case3,run_20260116_150617,4,marple,8.166666666666666,3.848859640359641,1.2201469950054273,3.5387597100854387
case3,run_20260115_193111,1,poirot,5.3,3.62060101010101,1.3428538016074505,1.250619380820668
case3,run_20260115_193111,1,holmes,6.5,4.551333333333333,1.8421691320590274,1.0578109429553872
case3,run_20260115_193111,1,marple,7.8,3.848859640359641,1.2201469950054273,3.238249469788502
case3,run_20260115_193111,2,holmes,6.5,4.551333333333333,1.8421691320590274,1.0578109429553872
case3,run_20260115_193111,2,poirot,7.8,3.62060101010101,1.3428538016074505,3.1123261407132183
case3,run_20260115_193111,2,marple,5.8,3.848859640359641,1.2201469950054273,1.5991027045324815
case3,run_20260115_193111,3,poirot,6.857142857142857,3.62060101010101,1.3428538016074505,2.4101967341251704
case3,run_20260115_193111,3,marple,8.0,3.848859640359641,1.2201469950054273,3.402164146314104
case3,run_20260115_193111,3,holmes,6.2727272727272725,4.551333333333333,1.8421691320590274,0.9344385971063931
case3,run_20260115_193111,4,holmes,5.857142857142857,4.551333333333333,1.8421691320590274,0.7088434504110899
case3,run_20260115_193111,4,marple,6.857142857142857,3.848859640359641,1.2201469950054273,2.4655088518820922
case3,run_20260115_193111,4,poirot,5.777777777777778,3.62060101010101,1.3428538016074505,1.6064122282667999
case3,run_20260115_193111,5,holmes,6.6,4.551333333333333,1.8421691320590274,1.1120947751289443
case3,run_20260115_193111,5,poirot,6.769230769230769,3.62060101010101,1.3428538016074505,2.34473012278829
case3,run_20260115_193111,5,marple,7.5,3.848859640359641,1.2201469950054273,2.9923774550000988
case3,run_20260115_193232,1,marple,6.285714285714286,3.848859640359641,1.2201469950054273,1.9971812046660864
case3,run_20260115_193232,1,holmes,6.166666666666667,4.551333333333333,1.8421691320590274,0.8768648357101962
case3,run_20260115_193232,1,poirot,7.375,3.62060101010101,1.3428538016074505,2.7958359915314848
case3,run_20260115_193232,2,marple,6.142857142857143,3.848859640359641,1.2201469950054273,1.8800992928620854
case3,run_20260115_193232,2,poirot,7.0,3.62060101010101,1.3428538016074505,2.516579977547602
case3,run_20260115_193232,2,holmes,7.857142857142857,4.551333333333333,1.8421691320590274,1.7945200938822363
case3,run_20260115_193232,3,poirot,7.875,3.62060101010101,1.3428538016074505,3.1681773435099942
case3,run_20260115_193232,3,holmes,7.5,4.551333333333333,1.8421691320590274,1.6006492646909605
case3,run_20260115_193232,3,marple,6.833333333333333,3.848859640359641,1.2201469950054273,2.4459951999147584
case3,run_20260115_193232,4,marple,7.285714285714286,3.848859640359641,1.2201469950054273,2.8167545872940964
case3,run_20260115_193232,4,poirot,7.909090909090909,3.62060101010101,1.3428538016074505,3.1935642538721662
case3,run_20260115_193232,4,holmes,7.1,4.551333333333333,1.8421691320590274,1.383513935996731
case3,run_20260115_195403,1,marple,6.857142857142857,3.848859640359641,1.2201469950054273,2.4655088518820922
case3,run_20260115_195403,1,poirot,7.833333333333333,3.62060101010101,1.3428538016074505,3.1371488975117856
case3,run_20260115_195403,1,holmes,7.0,4.551333333333333,1.8421691320590274,1.3292301038231737
case3,run_20260115_195403,2,marple,7.0,3.848859640359641,1.2201469950054273,2.5825907636860936
case3,run_20260115_195403,2,poirot,6.7,3.62060101010101,1.3428538016074505,2.2931751663604962
case3,run_20260115_195403,2,holmes,7.75,4.551333333333333,1.8421691320590274,1.7363588451248537
case3,run_20260115_195403,3,marple,7.0,3.848859640359641,1.2201469950054273,2.5825907636860936
case3,run_20260115_195403,3,holmes,8.222222222222221,4.551333333333333,1.8421691320590274,1.9926991637222073
case3,run_20260115_195403,3,poirot,7.9,3.62060101010101,1.3428538016074505,3.18679441110892
case3,run_20260115_195239,1,poirot,5.9,3.62060101010101,1.3428538016074505,1.6974290031948804
case3,run_20260115_195239,1,holmes,6.888888888888889,4.551333333333333,1.8421691320590274,1.2689147347414436
case3,run_20260115_195239,1,marple,7.625,3.848859640359641,1.2201469950054273,3.0948241278286
case3,run_20260115_195239,2,marple,5.714285714285714,3.848859640359641,1.2201469950054273,1.5288535574500808
case3,run_20260115_195239,2,holmes,6.333333333333333,4.551333333333333,1.8421691320590274,0.9673378893327915
case3,run_20260115_195239,2,poirot,7.0,3.62060101010101,1.3428538016074505,2.516579977547602
case3,run_20260115_195239,3,marple,6.8,3.848859640359641,1.2201469950054273,2.4186760871604918
case3,run_20260115_195239,3,holmes,6.4,4.551333333333333,1.8421691320590274,1.00352711078183
case3,run_20260115_195239,3,poirot,8.222222222222221,3.62060101010101,1.3428538016074505,3.4267477268284035
case3,run_20260115_195239,4,poirot,7.625,3.62060101010101,1.3428538016074505,2.9820066675207393
case3,run_20260115_195239,4,holmes,6.083333333333333,4.551333333333333,1.8421691320590274,0.8316283088988982
case3,run_20260115_195239,4,marple,6.916666666666667,3.848859640359641,1.2201469950054273,2.5142929818004265
case3,run_20260115_195239,5,poirot,6.0,3.62060101010101,1.3428538016074505,1.7718972735905822
case3,run_20260115_195239,5,marple,6.181818181818182,3.848859640359641,1.2201469950054273,1.9120307233540854
case3,run_20260115_195239,5,holmes,8.0,4.551333333333333,1.8421691320590274,1.872068425558747
