case,run_id,turn,character,prob_correct,brier
case2,run_20260115_191348,2,poirot,0.018459944054484367,0.9634209275245667
case2,run_20260115_191348,3,poirot,0.00921232532709837,0.9816602468490601
case2,run_20260115_191348,4,poirot,0.011365552432835102,0.9773980975151062
case2,run_20260115_191449,1,holmes,0.987984836101532,0.00014436416677199304
case2,run_20260115_191449,1,marple,0.0016089016571640968,0.9967847466468811
case2,run_20260115_191449,1,poirot,0.004983994644135237,0.9900568127632141
case2,run_20260115_191756,1,holmes,0.005856852512806654,0.9883205890655518
case2,run_20260115_191756,2,holmes,0.0057851518504321575,0.9884631633758545
case2,run_20260115_191756,3,holmes,0.0038865956012159586,0.9922419190406799
case2,run_20260115_191756,1,marple,0.0020195271354168653,0.9959650039672852
case2,run_20260115_191756,2,marple,0.0018031417857855558,0.9963969588279724
case2,run_20260115_191756,3,marple,0.027417747303843498,0.9459162950515747
case2,run_20260115_191756,1,poirot,0.9961360096931458,1.4930421457393095e-05
case2,run_20260115_191756,2,poirot,0.015590781345963478,0.9690614938735962
case2,run_20260115_191756,3,poirot,0.9684613943099976,0.0009946835925802588
case2,run_20260115_191951,1,holmes,0.003340538125485182,0.9933300614356995
case2,run_20260115_191951,2,holmes,0.002904322696849704,0.9941998720169067
case2,run_20260115_191951,3,holmes,0.0027299008797854185,0.9945476651191711
case2,run_20260115_191951,4,holmes,0.002005379879847169,0.9959931969642639
case2,run_20260115_191951,5,holmes,0.0031207562424242496,0.9937681555747986
case2,run_20260115_191951,1,marple,0.9945389628410339,2.9822926080669276e-05
case2,run_20260115_191951,2,marple,0.9943901896476746,3.1469971872866154e-05
case2,run_20260115_191951,3,marple,0.022518813610076904,0.9554694890975952
case2,run_20260115_191951,4,marple,0.004759437870234251,0.9905037879943848
case2,run_20260115_191951,5,marple,0.0016424256609752774,0.9967178702354431
case2,run_20260115_191951,1,poirot,0.005163154099136591,0.9897003769874573
case2,run_20260115_191951,2,poirot,0.9940571784973145,3.5317127185408026e-05
case2,run_20260115_191951,3,poirot,0.0033795838244259357,0.9932522773742676
case2,run_20260115_191951,4,poirot,0.8436279892921448,0.02445220574736595
case2,run_20260115_191951,5,poirot,0.7046979069709778,0.08720332384109497
case2,run_20260115_192338,1,holmes,0.9871768355369568,0.00016443354252260178
case2,run_20260115_192338,2,holmes,0.7622281908988953,0.05653543397784233
case2,run_20260115_192338,3,holmes,0.647777795791626,0.1240604817867279
case2,run_20260115_192338,4,holmes,0.9550072550773621,0.0020243471954017878
